---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 ST 51-1  8.017e+02  [0 1.000e+00 1.434e-01 1.668e-02]  !2550 0 97!
 ST 51-2  8.058e+02  [-14 1.825e-01 2.616e-02 1.664e-02]  !2550 0 97!
 ST 51-3  8.101e+02  [-41 8.526e-03 1.223e-03 4.038e-02]  !2550 0 95!
 ST 51-4  8.142e+02  [-65 5.497e-04 7.882e-05 7.339e-02]  !2550 0 95!
 ST 52-1  8.190e+02  [0 1.000e+00 3.324e-01 5.644e-03]  !2550 0 96!
 ST 52-2  8.233e+02  [-30 2.829e-02 9.404e-03 2.410e-02]  !2550 0 97!
 ST 52-3  8.281e+02  [-53 2.053e-03 6.824e-04 5.695e-02]  !2550 0 96!
 ST 52-4  8.335e+02  [-78 1.212e-04 4.029e-05 1.710e-01]  !2550 0 95!
 ST 53-1  8.373e+02  [0 1.000e+00 2.888e-01 6.612e-03]  !2550 0 97!
 ST 53-2  8.412e+02  [-24 5.679e-02 1.640e-02 1.906e-02]  !2550 0 97!
 ST 53-3  8.448e+02  [-50 3.066e-03 8.855e-04 4.700e-02]  !2550 0 96!
 ST 53-4  8.485e+02  [-75 1.745e-04 5.040e-05 8.814e-02]  !2550 0 96!
 ST 54-1  8.530e+02  [0 1.000e+00 1.739e-01 1.166e-02]  !2550 0 96!
 ST 54-2  8.577e+02  [-16 1.559e-01 2.711e-02 1.305e-02]  !2550 0 97!
 ST 54-3  8.620e+02  [-44 6.049e-03 1.052e-03 4.695e-02]  !2550 0 96!
 ST 54-4  8.658e+02  [-68 3.821e-04 6.645e-05 7.263e-02]  !2550 0 94!
 ST 55-1  8.695e+02  [0 1.000e+00 2.700e-01 5.376e-03]  !2550 0 96!
 ST 55-2  8.736e+02  [-25 5.383e-02 1.453e-02 1.298e-02]  !2550 0 97!
 ST 55-3  8.770e+02  [-51 2.746e-03 7.414e-04 3.787e-02]  !2550 0 96!
 ST 55-4  8.810e+02  [-78 1.186e-04 3.201e-05 1.078e-01]  !2550 0 95!
 ST 56-1  8.856e+02  [0 1.000e+00 3.310e-01 4.647e-03]  !2550 0 95!
 ST 56-2  8.897e+02  [-28 3.736e-02 1.237e-02 2.169e-02]  !2550 0 97!
 ST 56-3  8.936e+02  [-55 1.752e-03 5.801e-04 5.254e-02]  !2550 0 97!
 ST 56-4  8.977e+02  [-79 1.115e-04 3.692e-05 9.140e-02]  !2550 0 97!
 ST 57-1  9.013e+02  [0 1.000e+00 2.555e-01 8.403e-03]  !2550 0 96!
 ST 57-2  9.049e+02  [-20 9.872e-02 2.522e-02 1.570e-02]  !2550 0 94!
 ST 57-3  9.086e+02  [-48 3.883e-03 9.920e-04 5.327e-02]  !2550 0 96!
 ST 57-4  9.121e+02  [-71 2.702e-04 6.905e-05 8.773e-02]  !2550 0 96!
 ST 58-1  9.155e+02  [0 1.000e+00 1.648e-01 1.315e-02]  !2550 0 96!
 ST 58-2  9.189e+02  [-19 1.041e-01 1.715e-02 1.907e-02]  !2550 0 96!
 ST 58-3  9.225e+02  [-42 7.928e-03 1.306e-03 4.092e-02]  !2550 0 96!
 ST 58-4  9.270e+02  [-67 4.014e-04 6.615e-05 1.019e-01]  !2550 0 96!
 ST 59-1  9.303e+02  [0 1.000e+00 2.735e-01 7.181e-03]  !2550 0 96!
 ST 59-2  9.340e+02  [-25 5.329e-02 1.457e-02 2.048e-02]  !2550 0 95!
 ST 59-3  9.374e+02  [-48 3.651e-03 9.984e-04 4.538e-02]  !2550 0 96!
 ST 59-4  9.411e+02  [-74 1.962e-04 5.365e-05 1.033e-01]  !2550 0 96!
 ST 60-1  9.453e+02  [0 1.000e+00 2.584e-01 6.899e-03]  !2550 0 95!
 ST 60-2  9.490e+02  [-22 7.859e-02 2.030e-02 1.447e-02]  !2550 0 97!
 ST 60-3  9.531e+02  [-50 2.841e-03 7.340e-04 4.680e-02]  !2550 0 97!
 ST 60-4  9.572e+02  [-76 1.579e-04 4.080e-05 8.814e-02]  !2550 0 97!
 ST 61-1  9.610e+02  [0 1.000e+00 2.024e-01 6.439e-03]  !2550 0 97!
 ST 61-2  9.644e+02  [-23 6.412e-02 1.298e-02 1.441e-02]  !2550 0 96!
 ST 61-3  9.678e+02  [-52 2.379e-03 4.817e-04 4.009e-02]  !2550 0 95!
 ST 61-4  9.711e+02  [-78 1.138e-04 2.304e-05 7.999e-02]  !2550 0 95!
 ST 62-1  9.745e+02  [0 1.000e+00 2.460e-01 5.885e-03]  !2550 0 96!
 ST 62-2  9.780e+02  [-22 7.133e-02 1.755e-02 1.157e-02]  !2550 0 96!
 ST 62-3  9.817e+02  [-52 2.502e-03 6.154e-04 4.018e-02]  !2550 0 95!
 ST 62-4  9.855e+02  [-78 1.259e-04 3.096e-05 7.733e-02]  !2550 0 97!
 ST 63-1  9.896e+02  [0 1.000e+00 1.182e-01 1.697e-02]  !2550 0 96!
 ST 63-2  9.932e+02  [-14 1.806e-01 2.135e-02 1.601e-02]  !2550 0 96!
 ST 63-3  9.974e+02  [-43 6.623e-03 7.832e-04 5.077e-02]  !2550 0 96!
